name,mass,discovery,year,lat,lng
Frontier Mountain 01109,4.7,found,2001,-72.95278,160.46361
Tungsten Mountain 005,4.7,found,2001,39.6844,-117.62007
Meteorite Hills 01250,4.8,found,2001,-79.68333,159.75
Meteorite Hills 01306,4.8,found,2001,-79.68333,159.75
Meteorite Hills 01146,4.9,found,2001,-79.68333,159.75
Meteorite Hills 01309,4.9,found,2001,-79.68333,159.75
Frontier Mountain 01041,4.9,found,2001,-72.99083,160.4075
Frontier Mountain 01170,4.9,found,2001,-72.9525,160.52389
Frontier Mountain 01092,4.9,found,2001,-72.95194,160.45444
Frontier Mountain 01082,5,found,2001,-72.98972,160.40722
Frontier Mountain 01111,5,found,2001,-72.95167,160.51167
Dhofar 536,5,found,2001,18.31667,54.14833
Frontier Mountain 01046,5.1,found,2001,-72.98944,160.40278
Frontier Mountain 01121,5.1,found,2001,-72.95222,160.4625
Frontier Mountain 01069,5.4,found,2001,-72.99,160.40639
Frontier Mountain 01059,5.4,found,2001,-72.98889,160.40611
Meteorite Hills 01301,5.5,found,2001,-79.68333,159.75
Frontier Mountain 01075,5.5,found,2001,-72.99056,160.40611
Frontier Mountain 01166,5.5,found,2001,-72.98694,160.40833
Dhofar 1417,5.52,found,2001,19.10735,54.61293
Meteorite Hills 01316,5.6,found,2001,-79.68333,159.75
Frontier Mountain 01066,5.6,found,2001,-72.98861,160.40722
Frontier Mountain 01006,5.6,found,2001,-72.95167,160.50917
Meteorite Hills 01088,5.8,found,2001,-79.68333,159.75
Meteorite Hills 01209,6,found,2001,-79.68333,159.75
Frontier Mountain 01030,6,found,2001,-72.99083,160.4025
Dhofar 717,6,found,2001,19.32667,54.785
Frontier Mountain 01033,6.2,found,2001,-72.99028,160.40194
Frontier Mountain 01169,6.2,found,2001,-72.95278,160.52222
Meteorite Hills 01313,6.5,found,2001,-79.68333,159.75
Frontier Mountain 01072,6.5,found,2001,-72.99,160.40389
Roach Dry Lake 006,6.53,found,2001,35.68345,-115.34703
Frontier Mountain 01070,6.6,found,2001,-72.99,160.40639
Frontier Mountain 01005,6.6,found,2001,-72.95167,160.50889
Frontier Mountain 01153,6.7,found,2001,-72.98833,160.40139
Frontier Mountain 01009,6.7,found,2001,-72.95278,160.51139
Frontier Mountain 01048,6.8,found,2001,-72.98944,160.40611
Stewart Valley 003,6.8,found,2001,36.21153,-116.16785
Meteorite Hills 01255,6.9,found,2001,-79.68333,159.75
Meteorite Hills 01303,6.9,found,2001,-79.68333,159.75
Meteorite Hills 01129,7,found,2001,-79.68333,159.75
Meteorite Hills 01234,7,found,2001,-79.68333,159.75
Meteorite Hills 01323,7,found,2001,-79.68333,159.75
Northwest Africa 5119,7,found,2001,0,0
Tungsten Mountain 008,7,found,2001,39.68072,-117.62778
Frontier Mountain 01119,7.2,found,2001,-72.99194,160.4
Meteorite Hills 01104,7.3,found,2001,-79.68333,159.75
Frontier Mountain 01027,7.3,found,2001,-72.99028,160.40389
Meteorite Hills 01298,7.4,found,2001,-79.68333,159.75
Frontier Mountain 01004,7.4,found,2001,-72.95167,160.50889
Northwest Africa 1771,7.5,found,2001,0,0
Meteorite Hills 01232,7.6,found,2001,-79.68333,159.75
Dhofar 1003,7.61,found,2001,18.92655,54.2624
Meteorite Hills 01231,7.7,found,2001,-79.68333,159.75
Sayh al Uhaymir 135,7.76,found,2001,21.06481,57.27356
Meteorite Hills 01110,7.8,found,2001,-79.68333,159.75
Meteorite Hills 01292,7.8,found,2001,-79.68333,159.75
Tungsten Mountain 003,7.8,found,2001,39.68449,-117.62072
Dhofar 832,7.84,found,2001,19.0504,54.4906
Meteorite Hills 01190,7.9,found,2001,-79.68333,159.75
Meteorite Hills 01268,8,found,2001,-79.68333,159.75
Frontier Mountain 01025,8,found,2001,-72.98889,160.40611
Sayh al Uhaymir 137,8.07,found,2001,21.07128,57.10175
Meteorite Hills 01092,8.1,found,2001,-79.68333,159.75
Meteorite Hills 01218,8.1,found,2001,-79.68333,159.75
Tungsten Mountain 004,8.1,found,2001,39.68444,-117.62022
Meteorite Hills 01310,8.2,found,2001,-79.68333,159.75
Meteorite Hills 01322,8.4,found,2001,-79.68333,159.75
Frontier Mountain 01144,8.4,found,2001,-72.99306,160.40028
Frontier Mountain 01029,8.4,found,2001,-72.99056,160.40278
Frontier Mountain 01053,8.4,found,2001,-72.98972,160.40556
Frontier Mountain 01067,8.4,found,2001,-72.98917,160.40667
Meteorite Hills 01229,8.5,found,2001,-79.68333,159.75
Meteorite Hills 01091,8.6,found,2001,-79.68333,155.75
Meteorite Hills 01307,8.7,found,2001,-79.68333,159.75
Stewart Valley 007,8.7,found,2001,36.23722,-116.17242
Meteorite Hills 01216,8.8,found,2001,-79.68333,159.75
Tungsten Mountain 006,8.8,found,2001,39.68436,-117.62018
Frontier Mountain 01045,8.9,found,2001,-72.98917,160.40528
Frontier Mountain 01154,8.9,found,2001,-72.98833,160.40139
Dhofar 1402,8.94,found,2001,19.0823,54.77837
Frontier Mountain 01031,9,found,2001,-72.99,160.40389
Northwest Africa 5121,9,found,2001,0,0
Dhofar 301,9,found,2001,18.40167,54.14833
Northwest Africa 5125,9,found,2001,0,0
Meteorite Hills 01076,9.2,found,2001,-79.68333,159.75
Meteorite Hills 01304,9.2,found,2001,-79.68333,159.75
Frontier Mountain 01107,9.2,found,2001,-72.95222,160.50611
Meteorite Hills 01108,9.3,found,2001,-79.68333,159.75
Meteorite Hills 01173,9.4,found,2001,-79.68333,159.75
TassÃ©det 002,9.4,found,2001,18.237,6.51983
Frontier Mountain 01106,9.5,found,2001,-72.95194,160.50833
Meteorite Hills 01230,9.7,found,2001,-79.68333,159.75
Meteorite Hills 01262,9.7,found,2001,-79.68333,159.75
Meteorite Hills 01294,9.7,found,2001,-79.68333,159.75
Frontier Mountain 01077,9.7,found,2001,-72.95278,160.41278
Frontier Mountain 01086,9.8,found,2001,-72.97333,160.47472
Frontier Mountain 01090,9.9,found,2001,-72.95222,160.46028
Dhofar 304,10,found,2001,18.40333,54.15
Frontier Mountain 01098,10.1,found,2001,-72.95167,160.51167
Northwest Africa 1759,10.1,found,2001,0,0
Meteorite Hills 01134,10.2,found,2001,-79.68333,159.75
Meteorite Hills 01225,10.2,found,2001,-79.68333,159.75
Meteorite Hills 01149,10.3,found,2001,-79.68333,159.75
Northwest Africa 1483,10.4,found,2001,0,0
Meteorite Hills 01211,10.6,found,2001,-79.68333,159.75
Meteorite Hills 01233,10.6,found,2001,-79.68333,159.75
Meteorite Hills 01318,10.6,found,2001,-79.68333,159.75
Frontier Mountain 01051,10.6,found,2001,-72.98917,160.405
Meteorite Hills 01222,10.8,found,2001,-79.68333,159.75
Coyote Dry Lake 152,10.84,found,2001,35.05607,-116.72365
Meteorite Hills 01296,10.9,found,2001,-79.68333,159.75
Meteorite Hills 01324,10.9,found,2001,-79.68333,159.75
Meteorite Hills 01326,10.9,found,2001,-79.68333,159.75
Frontier Mountain 01150,11,found,2001,-72.95972,160.64889
Northwest Africa 5122,11,found,2001,0,0
Dhofar 214,11,found,2001,19.04333,54.555
Northwest Africa 1534,11,found,2001,0,0
Frontier Mountain 01083,11.1,found,2001,-72.98972,160.40667
Frontier Mountain 01088,11.1,found,2001,-72.95222,160.45528
Frontier Mountain 01117,11.2,found,2001,-72.97056,160.52306
Meteorite Hills 01263,11.3,found,2001,-79.68333,159.75
Frontier Mountain 01100,11.3,found,2001,-72.95167,160.51167
Dhofar 255,11.3,found,2001,18.745,54.38517
Tungsten Mountain 002,11.3,found,2001,39.67357,-117.60432
Meteorite Hills 01189,11.4,found,2001,-79.68333,159.75
Frontier Mountain 01013,11.4,found,2001,-72.98722,160.40639
Meteorite Hills 01079,11.5,found,2001,-79.68333,159.75
Meteorite Hills 01168,11.5,found,2001,-79.68333,159.75
Meteorite Hills 01180,11.5,found,2001,-79.68333,159.75
Frontier Mountain 01084,11.5,found,2001,-72.99083,160.40417
Dhofar 1405,11.53,found,2001,19.07152,54.77338
Meteorite Hills 01152,11.6,found,2001,-79.68333,159.75
Meteorite Hills 01236,11.6,found,2001,-79.68333,159.75
Meteorite Hills 01243,11.6,found,2001,-79.68333,159.75
Frontier Mountain 01011,11.6,found,2001,-72.96361,160.53667
Frontier Mountain 01108,11.7,found,2001,-72.95278,160.46528
Meteorite Hills 01159,11.9,found,2001,-79.68333,159.75
Meteorite Hills 01178,11.9,found,2001,-79.68333,159.75
Meteorite Hills 01312,12,found,2001,-79.68333,159.75
Northwest Africa 5120,12,found,2001,0,0
Dhofar 1317,12,found,2001,18.42,54.10333
Dhofar 1315,12,found,2001,19.15167,54.775
Willcox Playa 002,12,found,2001,32.18167,-109.7895
Red Dry Lake 005,12,found,2001,35.64645,-114.02853
Northwest Africa 846,12,found,2001,0,0
Dhofar 824,12.05,found,2001,19.06013,54.53182
Dhofar 1411,12.09,found,2001,19.07285,54.77768
Meteorite Hills 01126,12.3,found,2001,-79.68333,159.75
Meteorite Hills 01155,12.3,found,2001,-79.68333,159.75
Meteorite Hills 01265,12.3,found,2001,-79.68333,159.75
Frontier Mountain 01145,12.3,found,2001,-72.99306,160.40056
Sayh al Uhaymir 132,12.34,found,2001,21.06831,57.31564
Sevaruyo,12.37,found,2001,-19.36775,-66.96787
Meteorite Hills 01179,12.4,found,2001,-79.68333,159.75
Meteorite Hills 01101,12.5,found,2001,-79.68333,159.75
Meteorite Hills 01220,12.5,found,2001,-79.68333,159.75
TassÃ©det 003,12.5,found,2001,18.30033,6.50683
Meteorite Hills 01083,12.6,found,2001,-79.68333,159.75
Meteorite Hills 01156,12.7,found,2001,-79.68333,159.75
Dhofar 251,12.7,found,2001,19.3015,54.735
ShiÅŸr 017,12.83,found,2001,18.42322,53.60905
Dhofar 306,12.86,found,2001,19.32833,54.785
Meteorite Hills 01238,12.9,found,2001,-79.68333,159.75
Dhofar 1427,12.92,found,2001,19.11285,54.81877
Meteorite Hills 01172,13,found,2001,-79.68333,159.75
Meteorite Hills 01252,13,found,2001,-79.68333,159.75
Northwest Africa 5123,13,found,2001,0,0
Northwest Africa 5117,13,found,2001,0,0
Northwest Africa 5126,13,found,2001,0,0
El Mirage Dry Lake 002,13,found,2001,34.64667,-117.58108
Red Dry Lake 009,13,found,2001,35.62723,-114.04323
Northwest Africa 1767,13,found,2001,0,0
Northwest Africa 5102,13,found,2001,0,0
Meteorite Hills 01205,13.2,found,2001,-79.68333,159.75
Frontier Mountain 01062,13.3,found,2001,-72.98778,160.40944
Meteorite Hills 01237,13.4,found,2001,-79.68333,159.75
Tungsten Mountain 010,13.4,found,2001,39.68432,-117.62052
Meteorite Hills 01308,13.5,found,2001,-79.68333,159.75
Red Dry Lake 004,13.5,found,2001,35.6464,-114.02849
Frontier Mountain 01068,13.6,found,2001,-72.98972,160.405
Frontier Mountain 01040,13.6,found,2001,-72.98889,160.40528
Frontier Mountain 01002,13.6,found,2001,-72.9525,160.50528
Meteorite Hills 01228,13.8,found,2001,-79.68333,159.75
Coyote Dry Lake 153,13.87,found,2001,35.07362,-116.76372
Frontier Mountain 01141,13.9,found,2001,-72.99222,160.40028
Frontier Mountain 01104,13.9,found,2001,-72.95167,160.51111
Meteorite Hills 01128,14,found,2001,-79.68333,159.75
Meteorite Hills 01299,14,found,2001,-79.68333,159.75
Frontier Mountain 01055,14,found,2001,-72.95333,160.45806
Northwest Africa 5128,14,found,2001,0,0
Dhofar 537,14,found,2001,18.89833,54.705
Dhofar 725,14,found,2001,19.15,54.57667
Sayh al Uhaymir 062,14,found,2001,21.06,57.29
Hammadah al Hamra 318,14,found,2001,29.3785,11.54633
Northwest Africa 1198,14,found,2001,0,0
Northwest Africa 1533,14,found,2001,0,0
Meteorite Hills 01224,14.1,found,2001,-79.68333,159.75
Meteorite Hills 01213,14.2,found,2001,-79.68333,159.75
Meteorite Hills 01311,14.3,found,2001,-79.68333,159.75
Frontier Mountain 01003,14.3,found,2001,-72.95194,160.50806
Meteorite Hills 01223,14.4,found,2001,-79.68333,159.75
Meteorite Hills 01202,14.5,found,2001,-79.68333,159.75
Frontier Mountain 01052,14.6,found,2001,-72.98944,160.40694
Meteorite Hills 01226,14.7,found,2001,-79.68333,159.75
Meteorite Hills 01319,14.7,found,2001,-79.68333,159.75
Frontier Mountain 01024,14.8,found,2001,-72.9525,160.51833
Frontier Mountain 01078,15,found,2001,-72.95417,160.45194
Northwest Africa 5127,15,found,2001,0,0
Northwest Africa 463,15,found,2001,26.784,-12.8335
Northwest Africa 4797,15,found,2001,0,0
Frontier Mountain 01057,15.2,found,2001,-72.98861,160.40639
Superior Valley 004,15.3,found,2001,35.23533,-117.1005
Meteorite Hills 01321,15.4,found,2001,-79.68333,159.75
Meteorite Hills 01127,15.5,found,2001,-79.68333,159.75
Meteorite Hills 01131,15.5,found,2001,-79.68333,159.75
Dhofar 830,15.68,found,2001,19.04493,54.47637
Meteorite Hills 01073,15.7,found,2001,-79.68333,159.75
Meteorite Hills 01094,15.8,found,2001,-79.68333,159.75
Meteorite Hills 01177,15.8,found,2001,-79.68333,159.75
Northwest Africa 5124,16,found,2001,0,0
Northwest Africa 5111,16,found,2001,0,0
Sayh al Uhaymir 108,16,found,2001,21.06667,57.31667
Northwest Africa 1484,16.4,found,2001,0,0
Meteorite Hills 01133,16.6,found,2001,-79.68333,159.75
Jiddat al Harasis 798,16.6,found,2001,19.975,56.42445
Meteorite Hills 01283,17,found,2001,-79.68333,159.75
Northwest Africa 5116,17,found,2001,0,0
Northwest Africa 2251,17,found,2001,27.96667,-7.95
Northwest Africa 5103,17,found,2001,0,0
Northwest Africa 5112,17,found,2001,0,0
Coyote Dry Lake 155,17.02,found,2001,35.06847,-116.76905
Meteorite Hills 01227,17.1,found,2001,-79.68333,159.75
Meteorite Hills 01290,17.2,found,2001,-79.68333,159.75
Frontier Mountain 01102,17.4,found,2001,-72.95222,160.46139
Meteorite Hills 01099,17.5,found,2001,-79.68333,159.75
Northwest Africa 887,17.5,found,2001,0,0
Tule Valley,17.69,found,2001,38.99861,-113.38167
Meteorite Hills 01288,17.7,found,2001,-79.68333,159.75
Northwest Africa 2030,17.7,found,2001,0,0
Coyote Dry Lake 159,17.7,found,2001,35.05865,-116.76872
Meteorite Hills 01293,17.8,found,2001,-79.68333,159.75
Meteorite Hills 01148,18,found,2001,-79.68333,159.75
Meteorite Hills 01199,18.1,found,2001,-79.68333,159.75
Frontier Mountain 01134,18.2,found,2001,-72.99222,160.4
Frontier Mountain 01037,18.2,found,2001,-72.98889,160.40528
Meteorite Hills 01151,18.3,found,2001,-79.68333,159.75
Dhofar 798,18.43,found,2001,19.0605,54.53677
Meteorite Hills 01269,18.6,found,2001,-79.68333,159.75
Meteorite Hills 01239,18.7,found,2001,-79.68333,159.75
Meteorite Hills 01077,18.9,found,2001,-79.68333,159.75
Meteorite Hills 01291,18.9,found,2001,-79.68333,159.75
Dhofar 468,18.9,found,2001,18.2565,53.99208
Meteorite Hills 01254,19,found,2001,-79.68333,159.75
Northwest Africa 5115,19,found,2001,0,0
Sayh al Uhaymir 176,19,found,2001,21.04833,57.25833
Meteorite Hills 01136,19.1,found,2001,-79.68333,159.75
Frontier Mountain 01012,19.2,found,2001,-72.97111,160.33389
Northwest Africa 965,19.2,found,2001,0,0
Dhofar 811,19.32,found,2001,18.5581,54.1039
Meteorite Hills 01145,19.4,found,2001,-79.68333,159.75
Meteorite Hills 01284,19.4,found,2001,-79.68333,159.75
Meteorite Hills 01297,19.4,found,2001,-79.68333,159.75
Meteorite Hills 01078,19.5,found,2001,-79.68333,159.75
Frontier Mountain 01137,19.6,found,2001,-72.99222,160.39611
Dhofar 829,19.68,found,2001,19.06003,54.5788
Northwest Africa 968,20,found,2001,0,0
Northwest Africa 878,20,found,2001,0,0
Stewart Valley 006,20.1,found,2001,36.23728,-116.1722
Northwest Africa 1760,20.3,found,2001,0,0
Dhofar 790,20.45,found,2001,19.06632,54.52197
Meteorite Hills 01248,20.5,found,2001,-79.68333,159.75
Meteorite Hills 01264,20.6,found,2001,-79.68333,159.75
Northwest Africa 1476,20.6,found,2001,0,0
Meteorite Hills 01100,20.7,found,2001,-79.68333,159.75
Dhofar 999,20.89,found,2001,18.26817,54.15067
Odell Glacier 01501,20.92,found,2001,0,0
Northwest Africa 5107,21,found,2001,0,0
Northwest Africa 1282,21,found,2001,0,0
Northwest Africa 5118,21,found,2001,0,0
Meteorite Hills 01098,21.1,found,2001,-79.68333,159.75
Meteorite Hills 01251,21.3,found,2001,-79.68333,159.75
Little Ash Creek,21.4,found,2001,34.38667,-112.02833
Red Dry Lake 002,21.5,found,2001,35.65306,-114.02437
Frontier Mountain 01095,21.6,found,2001,-72.95333,160.46083
Frontier Mountain 01039,22,found,2001,-72.98944,160.40722
Northwest Africa 5101,22,found,2001,0,0
Northwest Africa 1052,22,found,2001,0,0
Northwest Africa 874,22,found,2001,0,0
Northwest Africa 875,22,found,2001,0,0
Sayh al Uhaymir 431,22.1,found,2001,21.0769,57.29693
Meteorite Hills 01082,22.14,found,2001,-79.68333,155.75
Dhofar 831,22.29,found,2001,19.04797,54.48912
Dhofar 464,22.3,found,2001,18.2496,53.99437
Dhofar 803,22.43,found,2001,19.0586,54.53503
Meteorite Hills 01210,22.8,found,2001,-79.68333,159.75
Meteorite Hills 01150,22.9,found,2001,-79.68333,159.75
Meteorite Hills 01200,22.9,found,2001,-79.68333,159.75
Northwest Africa 1190,22.9,found,2001,0,0
Northwest Africa 5108,23,found,2001,0,0
Northwest Africa 5097,23,found,2001,0,0
Northwest Africa 5113,23,found,2001,0,0
Meteorite Hills 01219,23.1,found,2001,-79.68333,159.75
Sayh al Uhaymir 077,23.2,found,2001,21.01183,57.33
Dhofar 823,23.33,found,2001,19.05025,54.49242
Meteorite Hills 01132,23.7,found,2001,-79.68333,159.75
Meteorite Hills 01289,23.7,found,2001,-79.68333,159.75
Dhofar 816,23.86,found,2001,18.97923,54.62818
Meteorite Hills 01186,23.9,found,2001,-79.68333,159.75
Northwest Africa 1531,24,found,2001,0,0
Northwest Africa 5110,24,found,2001,0,0
Meteorite Hills 01261,24.2,found,2001,-79.68333,159.75
Meteorite Hills 01176,24.3,found,2001,-79.68333,159.75
Dhofar 463,24.3,found,2001,18.2468,54.00242
Northwest Africa 886,24.4,found,2001,0,0
Northwest Africa 1006,24.5,found,2001,0,0
Sayh al Uhaymir 168,24.73,found,2001,21.10517,56.9963
Dhofar 812,24.87,found,2001,18.5624,54.10895
Acfer 322,25,found,2001,27.55917,4.093
Meteorite Hills 01188,25.1,found,2001,-79.68333,159.75
Meteorite Hills 01192,25.2,found,2001,-79.68333,159.75
Dhofar 809,25.42,found,2001,18.5645,54.09627
Meteorite Hills 01260,25.5,found,2001,-79.68333,159.75
Northwest Africa 2028,25.5,found,2001,0,0
Dhofar 1292,26,found,2001,18.85167,54.66167
Northwest Africa 5105,26,found,2001,0,0
Superior Valley 010,26.26,found,2001,35.23633,-117.04317
Meteorite Hills 01138,26.3,found,2001,-79.68333,159.75
Meteorite Hills 01174,26.3,found,2001,-79.68333,159.75
Frontier Mountain 01093,26.4,found,2001,-72.95194,160.45556
Meteorite Hills 01258,26.6,found,2001,-79.68333,159.75
Frontier Mountain 01044,26.6,found,2001,-72.98917,160.40528
Meteorite Hills 01125,26.7,found,2001,-79.68333,159.75
Frontier Mountain 01032,27,found,2001,-72.99083,160.40333
Northwest Africa 5114,27,found,2001,0,0
Meteorite Hills 01081,27.4,found,2001,-79.68333,155.75
Meteorite Hills 01201,27.4,found,2001,-79.68333,159.75
Northwest Africa 2026,27.6,found,2001,0,0
Dhofar 1407,27.64,found,2001,19.06712,54.77877
Meteorite Hills 01282,27.7,found,2001,-79.68333,159.75
Northwest Africa 5106,28,found,2001,0,0
Northwest Africa 1478,28,found,2001,0,0
Northwest Africa 1570,28,found,2001,0,0
Northwest Africa 5109,28,found,2001,0,0
Northwest Africa 877,28,found,2001,0,0
Meteorite Hills 01087,28.41,found,2001,-79.68333,155.75
Meteorite Hills 01214,28.9,found,2001,-79.68333,159.75
Stewart Valley 002,28.9,found,2001,36.20758,-116.16918
Northwest Africa 5104,29,found,2001,0,0
Northwest Africa 1480,29.3,found,2001,0,0
Northwest Africa 2031,29.4,found,2001,0,0
Meteorite Hills 01103,29.6,found,2001,-79.68333,159.75
Meteorite Hills 01144,29.6,found,2001,-79.68333,159.75
Meteorite Hills 01163,29.8,found,2001,-79.68333,159.75
Meteorite Hills 01287,29.8,found,2001,-79.68333,159.75
Meteorite Hills 01325,29.8,found,2001,-79.68333,159.75
Meteorite Hills 01075,29.9,found,2001,-79.68333,159.75
Meteorite Hills 01295,30,found,2001,-79.68333,159.75
Kumiva Valley,30.15,found,2001,40.37972,-119.08639
Dhofar 1410,30.45,found,2001,19.15895,54.70497
Meteorite Hills 01085,30.6,found,2001,-79.68333,159.75
Meteorite Hills 01279,30.6,found,2001,-79.68333,159.75
Dhofar 494,31,found,2001,19.15,54.58333
Tungsten Mountain 009,31,found,2001,39.68035,-117.62918
Northwest Africa 5100,31,found,2001,0,0
Frontier Mountain 01113,31.2,found,2001,-72.95417,160.46222
Meteorite Hills 01212,31.4,found,2001,-79.68333,159.75
Meteorite Hills 01165,31.5,found,2001,-79.68333,159.75
Dhofar 459,31.5,found,2001,18.24857,54.00337
Meteorite Hills 01259,31.7,found,2001,-79.68333,159.75
Meteorite Hills 01193,32,found,2001,-79.68333,159.75
Dhofar 493,32,found,2001,19.14667,54.58
Dhofar 795,32.18,found,2001,19.0487,54.5291
Meteorite Hills 01266,32.2,found,2001,-79.68333,159.75
Meteorite Hills 01111,32.3,found,2001,-79.68333,159.75
Meteorite Hills 01107,32.6,found,2001,-79.68333,159.75
Meteorite Hills 01171,32.9,found,2001,-79.68333,159.75
Superior Valley 005,32.92,found,2001,35.238,-117.0365
Northwest Africa 5098,33,found,2001,0,0
Dhofar 649,33,found,2001,19.19365,54.63747
Meteorite Hills 01162,33.1,found,2001,-79.68333,159.75
Dar al Gani 1022,33.6,found,2001,27.08333,16.25
Dhofar 461,33.7,found,2001,18.2447,53.9978
Northwest Africa 2266,33.9,found,2001,28.75,-7.58333
Sayh al Uhaymir 105,34,found,2001,21.05833,57.29167
Northwest Africa 1530,34,found,2001,0,0
Dhofar 490,34.05,found,2001,18.71667,54.45
Dhofar 305,34.11,found,2001,19.33,54.78333
Meteorite Hills 01147,34.4,found,2001,-79.68333,159.75
Dhofar 489,34.4,found,2001,19.41667,54.58333
Northwest Africa 1994,34.4,found,2001,0,0
Meteorite Hills 01164,34.5,found,2001,-79.68333,159.75
Meteorite Hills 01170,34.9,found,2001,-79.68333,159.75
Meteorite Hills 01123,35,found,2001,-79.68333,159.75
Sayh al Uhaymir 058,35,found,2001,20.45667,56.65667
Northwest Africa 1477,35,found,2001,0,0
Northwest Africa 4724,35,found,2001,0,0
Dhofar 1422,35.22,found,2001,19.19607,54.88028
Dhofar 1005,35.37,found,2001,19.06285,54.49708
Northwest Africa 1788,35.4,found,2001,0,0
ShiÅŸr 108,35.41,found,2001,18.19232,53.80368
Meteorite Hills 01160,35.6,found,2001,-79.68333,159.75
Dhofar 598,36,found,2001,18.44,54.47935
Northwest Africa 845,36,found,2001,30.808,-5.85583
Dhofar 467,36.2,found,2001,18.25377,54.00077
Dhofar 786,36.33,found,2001,19.06693,54.51932
Dhofar 249,36.6,found,2001,18.98667,54.60217
Dhofar 458,36.7,found,2001,18.24862,54.00242
Dhofar 1443,36.7,found,2001,18.41667,54.425
Meteorite Hills 01102,36.8,found,2001,-79.68333,159.75
Frontier Mountain 01112,37,found,2001,-72.95306,160.49861
Northwest Africa 5096,37,found,2001,0,0
Meteorite Hills 01281,37.5,found,2001,-79.68333,159.75
Meteorite Hills 01246,38,found,2001,-79.68333,159.75
Dhofar 1412,38.13,found,2001,19.11375,54.82245
Frontier Mountain 01140,38.2,found,2001,-72.9775,160.51083
Dhofar 248,38.3,found,2001,18.98583,54.60067
Meteorite Hills 01072,38.5,found,2001,-79.68333,159.75
Meteorite Hills 01187,38.6,found,2001,-79.68333,159.75
Meteorite Hills 01305,39.2,found,2001,-79.68333,159.75
Dhofar 822,39.3,found,2001,19.04892,54.49267
Northwest Africa 896,39.7,found,2001,0,0
Meteorite Hills 01166,40,found,2001,-79.68333,159.75
Dhofar 675,40,found,2001,19.2133,54.62908
Northwest Africa 2265,40,found,2001,28.66667,-7.53333
Red Dry Lake 006,40,found,2001,35.62705,-114.04336
Dhofar 1413,40.2,found,2001,19.14068,54.67448
Northwest Africa 462,40.5,found,2001,26.784,-12.8335
Meteorite Hills 01070,40.6,found,2001,-79.68333,159.75
Meteorite Hills 01141,41.2,found,2001,-79.68333,159.75
Meteorite Hills 01124,41.6,found,2001,-79.68333,159.75
Meteorite Hills 01097,41.7,found,2001,-79.68333,159.75
Meteorite Hills 01208,41.8,found,2001,-79.68333,159.75
Northwest Africa 5092,42,found,2001,0,0
Northwest Africa 5095,42,found,2001,0,0
Dhofar 1401,42.03,found,2001,19.19135,54.65545
Sayh al Uhaymir 060,42.28,found,2001,20.98,57.31833
Meteorite Hills 01106,42.3,found,2001,-79.68333,159.75
Dhofar 1406,42.46,found,2001,19.15545,54.71392
Minas Gerais (b),42.6,found,2001,0,0
Meteorite Hills 01278,43,found,2001,-79.68333,159.75
Dhofar 452,43,found,2001,18.80677,54.38725
Dhofar 633,43,found,2001,19.10727,54.60727
Northwest Africa 1196,43,found,2001,30.808,-5.85583
Northwest Africa 5093,43,found,2001,0,0
Meteorite Hills 01167,43.3,found,2001,-79.68333,159.75
Sayh al Uhaymir 433,43.3,found,2001,21.06637,57.2648
Meteorite Hills 01135,43.7,found,2001,-79.68333,159.75
Meteorite Hills 01143,44,found,2001,-79.68333,159.75
Dhofar 652,44,found,2001,19.10548,54.83808
Tungsten Mountain 007,44,found,2001,39.68518,-117.62105
Northwest Africa 5099,44,found,2001,0,0
Northwest Africa 969,44,found,2001,0,0
Frontier Mountain 01049,44.1,found,2001,-72.98944,160.40611
Dhofar 804,44.4,found,2001,19.06155,54.53462
Dhofar 462,44.7,found,2001,18.24667,54.00188
Meteorite Hills 01247,44.9,found,2001,-79.68333,159.75
Meteorite Hills 01095,45,found,2001,-79.68333,159.75
Beyneu,45,found,2001,45.4633,55.23497
Northwest Africa 4349,45,found,2001,0,0
Northwest Africa 5094,45,found,2001,0,0
Northwest Africa 1616,45.1,found,2001,0,0
Meteorite Hills 01241,45.3,found,2001,-79.68333,159.75
Meteorite Hills 01203,45.4,found,2001,-79.68333,159.75
Dhofar 1414,45.59,found,2001,19.19477,54.65712
Meteorite Hills 01207,45.7,found,2001,-79.68333,159.75
Northwest Africa 894,45.8,found,2001,0,0
Northwest Africa 466,46,found,2001,31.36817,-4.01683
Meteorite Hills 01074,46.2,found,2001,-79.68333,159.75
Meteorite Hills 01197,46.4,found,2001,-79.68333,159.75
Dhofar 1419,47.14,found,2001,19.1382,54.67448
Meteorite Hills 01275,47.3,found,2001,-79.68333,159.75
Northwest Africa 1995,47.4,found,2001,0,0
Meteorite Hills 01194,47.6,found,2001,-79.68333,159.75
Meteorite Hills 01217,47.8,found,2001,-79.68333,159.75
Northwest Africa 2257,47.9,found,2001,28.5,-7.9
Dhofar 645,48,found,2001,18.96205,54.14542
Dhofar 724,48,found,2001,19.14667,54.58667
Sayh al Uhaymir 177,48,found,2001,20.995,57.325
Northwest Africa 876,48,found,2001,0,0
Meteorite Hills 01096,48.6,found,2001,-79.68333,159.75
Dhofar 259,48.6,found,2001,18.78683,54.25167
Dhofar 384,49,found,2001,19.10677,54.82085
Northwest Africa 1112,49,found,2001,0,0
Northwest Africa 5090,49,found,2001,0,0
Meteorite Hills 01175,49.3,found,2001,-79.68333,159.75
Dhofar 820,49.3,found,2001,19.04587,54.49452
